keyword,channel,title,date,url
Vecteurs,Yvan Monka,Vérifier la colinéarité de vecteurs à l’aide du déterminant - Seconde,2019-06-20,https://www.youtube.com/watch?v=MeHOuwy81-8
Vecteurs,Yvan Monka,LE COURS : Produit scalaire - Première,2020-08-19,https://www.youtube.com/watch?v=dII7myZuLvo
Vecteurs,Yvan Monka,Construire un point à partir de vecteurs - Seconde,2014-11-07,https://www.youtube.com/watch?v=zcQPz4dfnn0
Vecteurs,Yvan Monka,Appliquer la relation de Chasles - Seconde,2014-11-08,https://www.youtube.com/watch?v=fbVrdYiY0qc
Vecteurs,Hedacademy,COMPRENDRE LES VECTEURS,2022-10-05,https://www.youtube.com/watch?v=nFHuglLbClc
Vecteurs,Hedacademy,Vecteurs - Relation de Chasles,2019-11-28,https://www.youtube.com/watch?v=fzpaNa8w5as
Vecteurs,Hedacademy,VECTEURS - LE CLASSIQUE À MAÎTRISER - 2nde / 1ère,2025-02-20,https://www.youtube.com/watch?v=ZnPMr8fhXXE
Vecteurs,Hedacademy,Vecteurs - Exercice type - Montrer que 3 points sont alignés,2019-12-01,https://www.youtube.com/watch?v=JFPlYrqfJ-Q
Vecteurs,Hedacademy,Vecteurs - Construire l&#39;image d&#39;un point,2019-11-27,https://www.youtube.com/watch?v=msRPPwrn8t0
Vecteurs,Hedacademy,Vecteurs colinéaires - Définition et exercices,2019-11-29,https://www.youtube.com/watch?v=PFC5kvZay3I
Vecteurs,Hedacademy,"Démontrer que A, B, C et D sont COPLANAIRES - Term Spé",2024-12-04,https://www.youtube.com/watch?v=8n6WVg0jXiY
Vecteurs,Hedacademy,METTRE K.O. LE BAC 👊 - Produit Scalaire,2023-02-06,https://www.youtube.com/watch?v=LANn_pCwC2M
Vecteurs,Hedacademy,Vecteurs - Centre de gravité d&#39;un triangle,2019-11-13,https://www.youtube.com/watch?v=hf3sz7hcupM
Vecteurs,Hedacademy,RELATION DE CHASLES INVERSÉE !,2022-10-20,https://www.youtube.com/watch?v=qt3rPa55A1c
Droites,Yvan Monka,LE COURS - Équations de droites - Seconde,2020-08-02,https://www.youtube.com/watch?v=d-rUnClmcCY
Droites,Yvan Monka,LE COURS : Les droites - Sixième,2025-01-16,https://www.youtube.com/watch?v=0CIm1i4HfEQ
Droites,Yvan Monka,LE COURS : Droites et plans de l&#39;espace,2018-03-14,https://www.youtube.com/watch?v=jc04mAQSi3I
Droites,Yvan Monka,Démontrer qu&#39;une droite est parallèle à un plan - Terminale S,2014-11-19,https://www.youtube.com/watch?v=k7F1StU4XUs
Droites,Yvan Monka,"LE COURS : Vecteurs, droites et plans de l&#39;espace - Terminale",2023-05-16,https://www.youtube.com/watch?v=EoT48VtnUJ4
Droites,Yvan Monka,Déterminer une équation de droite connaissant deux points - Seconde,2014-11-09,https://www.youtube.com/watch?v=tfagLy6QRuw
Droites,Yvan Monka,Démontrer qu&#39;une droite est asymptote oblique - Terminale,2016-09-06,https://www.youtube.com/watch?v=zbyGXpKTI_k
Droites,Yvan Monka,Utiliser la représentation paramétrique d&#39;une droite - Terminale,2015-01-19,https://www.youtube.com/watch?v=smCUbzJs9xo
Droites,Yvan Monka,Démontrer que deux droites sont orthogonales - Terminale,2015-01-18,https://www.youtube.com/watch?v=qKWghhaQJUs
Droites,Yvan Monka,Déterminer une équation cartésienne d&#39;une droite (1) - Seconde,2014-11-27,https://www.youtube.com/watch?v=NosYmlLLFB4
Droites,Hedacademy,DROITES SÉCANTES - PARALLÈLES - PERPENDICULAIRES - CM2 / 6ᵉ,2024-12-15,https://www.youtube.com/watch?v=kyhY5bCdngc
Droites,Hedacademy,DROITES DE L&#39;ESPACE : Position relative - Term Spé,2024-12-04,https://www.youtube.com/watch?v=3lZR1gsJYKc
Droites,Hedacademy,Déterminer l&#39;équation d&#39;une droite,2017-12-10,https://www.youtube.com/watch?v=e8W6vk_xrgA
Droites,Hedacademy,Droites et Systèmes,2022-11-17,https://www.youtube.com/watch?v=5aTVNd1t8tg
Droites,Hedacademy,Equation cartésienne d&#39;une droite - Cours et application,2020-10-11,https://www.youtube.com/watch?v=NxTAjm1EPSg
Droites,Hedacademy,Comment déterminer l&#39;équation d&#39;une droite ? y = ax + b,2026-04-16,https://www.youtube.com/watch?v=axG_YXiHVKs
Droites,Hedacademy,1 MINUTE = 1 QUESTION DU BAC - Droites de l&#39;espace,2024-03-25,https://www.youtube.com/watch?v=U1DHjTnW6xs
Droites,Hedacademy,Équation de  droite - Droites parallèles,2018-09-05,https://www.youtube.com/watch?v=Bu8fykOeGgo
Droites,Hedacademy,INTERSECTION DROITE ET PLAN - Term Spé,2024-12-29,https://www.youtube.com/watch?v=GRaFBWBjeuE
Droites,Hedacademy,Comment tracer la parallèle à une droite passant par un point ?,2020-11-17,https://www.youtube.com/watch?v=TkccgNyNHjI
